name,subtypes,address,sub_district,district,province,postal_code,country,latitude,longitude,phone,site,description,score
Pathumwan Princess Hotel,"Hotel, Buffet restaurant, Italian restaurant, Korean restaurant, Night market, Shopping mall, Swimming pool, Tourist attraction, Wedding venue","444 Phaya Thai Rd, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7433574,100.5296122,+66 2 216 3700,https://www.pprincess.com/?utm_source=google&utm_medium=business_listing,"Polished lodging with Italian & Korean dining, plus a spa & a rooftop cocktail bar with a terrace.",0
Bangkok City Inn,Hotel,"43/5 Rajdamri Road Khwaeng Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7486888,100.5416279,+66 2 253 5373,http://www.bangkokcityinnhotel.com/,Unfussy rooms in a straightforward budget hotel with international dining & free parking.,0
The Quarter Phloen Chit by UHG,Hotel,"33/2 Soi Ruam Rudi 2, Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7387755,100.5492977,+66 2 038 3999,http://quarterploenchit.com/,"Refined hotel offering an outdoor pool & an exercise room, plus a restaurant & a lounge.",0
Centre Point Hotel Chidlom,Hotel,"60 Lang Suan 1 Alley, Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7389878,100.5433068,+66 2 657 2400,http://www.centrepoint.com/,Airy quarters with kitchenettes in a polished hotel offering an indoor saltwater pool & dining.,0
Beerapan Hotel,Hotel,"158 Soi Wutthakat 14, Talat Phlu, Thon Buri, Bangkok 10600",Talat Phlu,Thon Buri,Bangkok,10600,Thailand,13.7157569,100.4701353,+66 2 466 1619,https://beerapanhotel.thailandhotels.site/,,0
Bang Luang House,Hotel,"1378 ริมคลองบางกอกใหญ่ Wat Tha Phra, Bangkok Yai, Bangkok 10600",Wat Tha Phra,Bangkok Yai,Bangkok,10600,Thailand,13.7318154,100.4632809,+66 89 668 0808,http://www.bangluanghouse.com/,,0
Int Place,"Hotel, Apartment building, Extended stay hotel, Furnished apartment building","555, 55 Somdet Phra Chao Tak Sin Rd, Samre, Thon Buri, Bangkok 10600",Samre,Thon Buri,Bangkok,10600,Thailand,13.7053474,100.4860793,+66 89 980 6677,,"Vibrant quarters, some with balconies, offering free Wi-Fi & fridges, in a funky budget hotel.",0
515 Victory,Hotel,"5, 15 Phaya Thai Rd, Khwaeng Thanon Phaya Thai, Ratchathewi, Bangkok 10400",Thanon Phaya Thai,Ratchathewi,Bangkok,10400,Thailand,13.7627575,100.5373237,+66 2 245 1515,http://www.515victory.com/,,0
Livable Hotel Bangkok,Hotel,"89/9Thanon, Rang Nam Alley, Thanon Phaya Thai, Ratchathewi, Bangkok 10400",Thanon Phaya Thai,Ratchathewi,Bangkok,10400,Thailand,13.7621757,100.5416377,+66 2 245 2299,,,0
Capital Mansion Executive Living Suites,Apartment building,"1371 Phahonyothin Road, Samsen Nai, Phaya Thai, Bangkok 10400",Samsen Nai,Phaya Thai,Bangkok,10400,Thailand,13.7883648,100.5474576,+66 2 278 7979,https://www.website4hotels.com/go/capital-mansion-bangkok,,0
โรงแรมมิโด-MIDO HOTEL,Hotel,"222 Pradiphat Rd, Phayathai Phaya Thai, Bangkok 10400",Phayathai,Phaya Thai,Bangkok,10400,Thailand,13.790365,100.5426665,+66 86 334 3273,http://www.midohotelbkk.com/,"Understated rooms & suites in a relaxed property offering a cafe, a restaurant & an outdoor pool.",0
Bangkok Voyage Boutique,"Hotel, Bed & breakfast, Serviced accommodation","10, 27 Soi Phahonyothin 5, Samsen Nai, Phaya Thai, Bangkok 10400",Samsen Nai,Phaya Thai,Bangkok,10400,Thailand,13.7778559,100.5417545,+66 2 270 5570,https://www.bangkok-voyage.com/,,0
Hotel De Bangkok,"Hotel, Restaurant, Serviced accommodation","133 48 Ratchaprarop 12 Alley, Makkasan, Ratchathewi, Bangkok 10400",Makkasan,Ratchathewi,Bangkok,10400,Thailand,13.7571181,100.5428542,+66 2 642 5914,https://www.hoteldebangkok.com/,"Streamlined lodging offering rooms with minifridges, plus a bar & a restaurant with room service.",0
Vic3 Bangkok.,Hotel,"89 Soi Phahonyothin 3, Samsen Nai, Phaya Thai, Bangkok 10400",Samsen Nai,Phaya Thai,Bangkok,10400,Thailand,13.7744102,100.5421697,+66 2 618 9888,http://www.vic3bangkok.com/,"Casual rooms in a low-key hotel featuring a shabby-chic restaurant & a bar, plus an outdoor pool.",0
Bangkok Cha-Da Hotel,Hotel,"188 Ratchadaphisek Rd, Khwaeng Huai Khwang, Huai Khwang, Bangkok 10310",Huai Khwang,Huai Khwang,Bangkok,10310,Thailand,13.7741498,100.5738704,+66 2 290 0170,https://www.bangkokchadahotel.com/,"Contemporary rooms & apartments in a relaxed hotel offering a restaurant, an outdoor pool & a gym.",0
Vīb Best Western Sanam Pao,Hotel,"1029 9 Phahonyothin Road, แขวง พญาไท Phaya Thai, Bangkok 10400",แขวง พญาไท,Phaya Thai,Bangkok,10400,Thailand,13.7730451,100.5420481,+66 2 163 4343,http://www.vibsanampaobangkok.com/,"Streamlined rooms with free Wi-Fi in a contemporary hotel featuring a bar, a cafe & a gym.",0
T Hostel Victory Monument,Hostel,"156, 3 Phahonyothin Road, Samsen Nai, Phaya Thai, Bangkok 10400",Samsen Nai,Phaya Thai,Bangkok,10400,Thailand,13.7672379,100.5398825,+66 95 867 1520,,"Vibrant hostel offering streamlined dorms with washers, plus snug private rooms, a cafe & a bar.",0
True Siam Phayathai Hotel,Hotel,"45 Soi Si Ayutthaya 12, Thanon Phaya Thai, Ratchathewi, Bangkok 10400",Thanon Phaya Thai,Ratchathewi,Bangkok,10400,Thailand,13.7592648,100.5365063,+66 2 642 6932,https://www.truesiambangkokhotel.com/,"Genteel hotel offering Wi-Fi & a breakfast buffet, as well as a relaxed restaurant.",0
ibis Styles Bangkok Sukhumvit Phra Khanong,Hotel,"Unknown, 1122 Sukhumvit Road, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110",Phra Khanong,Khlong Toei,Bangkok,10110,Thailand,13.7126159,100.5944932,+66 2 301 7999,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9790&merchantid=seo-maps-TH-9790&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjAxMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Relaxed rooms in a modern property with free breakfast & a bright cafe/bar, plus an outdoor pool.",0
Marsi Hotel @ Bangchak,Hotel,"25, 1 Soi Sukhumvit 62, Khwaeng Phra Khanong Tai, Phra Khanong, Bangkok 10260",Khwaeng Phra Khanong Tai,Phra Khanong,Bangkok,10260,Thailand,13.6947338,100.6037283,+66 82 490 5142,http://marsihotel-s62.com/,,0
Hotel Amber Sukhumvit 85,"Hotel, Serviced accommodation","8 Sukhumvit 85 Alley, Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.7024661,100.6035262,+66 2 311 4444,http://atmindgroup.com/hotelambersukhumvit85/,"Sleek rooms & suites in a contemporary hotel with a restaurant, a gym & a rooftop outdoor pool.",0
NP Nineplace Ekkamai - Phra Khanong,Hotel,"44, 36 Phum Chit Alley, Phra Khanong, Khet Klongtoey, Bangkok 10110",Phra Khanong,Khet Klongtoey,Bangkok,10110,Thailand,13.7142734,100.5905656,+66 81 629 9750,,,0
The Quarter On Nut by UHG,Hotel,"1 Sukhumvit 58 Alley, Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.7001231,100.6029432,+66 2 040 2022,http://www.quarteronnut.com/,Bright rooms with balconies in a relaxed hotel with an eatery/bar & a rooftop pool with city views.,0
VST Punnawithi,Hotel,"11 Punnawithi 11, Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6920215,100.6115347,+66 99 625 3368,,,0
Cross Vibe Bangkok Sukhumvit,Hotel,"10, 20 Sukhumvit 52 Alley, Phra Khanong, Klongtoey, Bangkok 10260",Phra Khanong,Klongtoey,Bangkok,10260,Thailand,13.70428,100.5991082,+66 2 331 9091,https://www.crosshotelsandresorts.com/crossvibebangkok,"Modern rooms & suites in a polished hotel featuring a hip cafe, an outdoor pool & a spa area.",0
Star Sukhumvit,"Hotel, Inn","369 Soi Sukhumvit 66/1, Prakanong, Bangkok 10260",Prakanong,Prakanong,Bangkok,10260,Thailand,13.6837426,100.6059873,+66 65 995 1595,https://www.oyorooms.com/th/hotels-in-Bangkok/?utm_source=Google_gmb_so_TH&utm_medium=Organic&utm_campaign=TH_BGK089&locale=en,,0
Spacy BKK,Hotel,"2296 Sukhumvit Road, Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6882238,100.60923,+66 96 929 8464,https://www.booking.com/hotel/th/spacy-bkk.html?lang=xu,,0
Ramada by Wyndham Bangkok Sukhumvit 87,"Hotel, Condominium complex","9 Sukhumvit Road, Bangchak, Phra Khanong, Bangkok 10260",Bangchak,Phra Khanong,Bangkok,10260,Thailand,13.701549,100.6033191,+66 2 331 1325,https://www.ramadasukhumvitbangkok.com/,,0
Siam Tharadol,Inn,"50 Sukhumvit 97/1 Alley, Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6983997,100.6102149,+66 2 331 3738,http://www.siamtharadol.com/,"Refined rooms & suites in a sophisticated hotel with a relaxed restaurant, an outdoor pool & a gym.",0
Olive Bangkok Hotel,"Hotel, Apartment building, Vacation home rental agency","8 ซอย สุขุมวิท 64 แยก 6-5-1 แขวงพระโขนงใต้ Phra Khanong, Bangkok 10260",แขวงพระโขนงใต้,Phra Khanong,Bangkok,10260,Thailand,13.6875105,100.6071513,+66 2 332 6464,https://www.olivebangkokhotel.com/,"Bright, luxe studios & suites with patios in a stylish hotel offering dining & event space.",0
KV Mansion,"Condominium complex, Student dormitory, Holiday apartment","90 ซอย สุขุมวิท 81 บางจาก Khet Phra Khanong, Bangkok 10260",บางจาก,Phra Khanong,Bangkok,10260,Thailand,13.705602,100.6041801,+66 89 300 7291,http://www.kvmansion.com/,Simple rooms & suites in a straightforward hotel offering a casual restaurant & a rooftop terrace.,0
Avani Sukhumvit Bangkok,Hotel,"2089 Sukhumvit Road, Prakanong Nua Watthana, Bangkok 10260",Prakanong Nua,Watthana,Bangkok,10260,Thailand,13.7053611,100.601622,+66 2 079 7555,https://www.avanihotels.com/sukhumvit-bangkok?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=SukhumvitBangkok&utm_content=Home&utm_campaign=Google_GMB,Stylish rooms with city views in a contemporary hotel featuring a restaurant & an outdoor pool.,0
Baan Mek Mok,Hotel,"306 ซอย พงษ์เวชอนุสรณ์ 1 Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6902797,100.6047922,+66 97 289 4064,https://www.renthub.in.th/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A1%E0%B8%86%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%81-service-apartment-bts%E0%B8%9B%E0%B8%B8%E0%B8%93%E0%B8%93%E0%B8%A7%E0%B8%B4%E0%B8%96%E0%B8%B5-%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%9764-%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87650%E0%B8%A1-%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5,,0
Hostel 24,"Guest house, Hostel","63 Soi Sukhumvit 93, Bang Chak, Phra Khanong, Bangkok 10110, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6993768,100.6048372,+66 2 003 2496,https://hostel-24-guesthouse.business.site/,Simple dorms & rooms with a/c or fans in a low-key hostel offering breakfast & Wi-Fi.,0
Great House99,"Hostel, Cafe","4, 6 ซอย สุขุมวิท 99 บางจาก, Phra Khanong, Bangkok 10260",บางจาก,Phra Khanong,Bangkok,10260,Thailand,13.696107,100.6063174,+66 97 147 7934,http://www.greathouse99.weebly.com/,,0
Boxpackers PHRANAKHON Hostel,Hostel,"300 Thanon Tanao, San Chao Pho Sua, Phra Nakhon, Bangkok 10200",San Chao Pho Sua,Phra Nakhon,Bangkok,10200,Thailand,13.7547173,100.4985571,+66 2 052 2662,,,0
Khaosan Palace,Hotel,"139 Khaosan Rd, Talat Yot, Phra Nakhon, Bangkok 10200",Talat Yot,Phra Nakhon,Bangkok,10200,Thailand,13.759262,100.497174,+66 2 282 0578,http://www.khaosanpalace.com/,"Colorful rooms in a refined property offering dining, plus a rooftop outdoor pool & bar.",0
Royal Rattanakosin Hotel,Hotel,"2 Ratchadamnoen Ave, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200",Wat Bowon Niwet,Phra Nakhon,Bangkok,10200,Thailand,13.7570823,100.4956264,+66 2 222 9112,http://www.rattanakosinhotel.com/,"Streamlined rooms & suites in a laid-back lodging offering a restaurant, a bar & an outdoor pool.",0
Capella Bangkok,"Hotel, Restaurant, Wedding venue","300, 2 Charoen Krung Rd, Yan Nawa, Sathon, Bangkok 10120",Yan Nawa,Sathon,Bangkok,10120,Thailand,13.7129682,100.511017,+66 2 098 3888,https://www.capellahotels.com/en/capella-bangkok?utm_source=google&utm_medium=gmb&utm_campaign=CapellaBangkok,"Elegant riverfront hotel featuring 2 restaurants, a bar & a tearoom, plus an outdoor pool & a spa.",0
Bonita House,Guest house,"103 Samsen Samsen Rd.. Samphraya district Phranakorn Phitsanulok 3 Alley, Khwaeng bonitahouse.samsen3@gmail.com, Wat Sam Phraya, Phra Nakhon, Bangkok 10200",Wat Sam Phraya,Phra Nakhon,Bangkok,10200,Thailand,13.7651819,100.4976803,+66 2 629 2095,,,0
Phranakorn-Nornlen Hotel,Guest house,"46 Krung Kasem Rd, Bang Khun Phrom, Phra Nakhon, Bangkok 10200",Bang Khun Phrom,Phra Nakhon,Bangkok,10200,Thailand,13.7676916,100.5041351,+66 2 628 8188,https://www.phranakorn-nornlen.com/,Eclectic rooms in an unfussy budget hotel with a free vegetarian breakfast & a rooftop garden.,0
Chillax Heritage Hotel Khaosan,Hotel,"10 Phra Sumen Rd, Talad Yod, Phra Nakhon, Bangkok 10200",Talad Yod,Phra Nakhon,Bangkok,10200,Thailand,13.7617195,100.4932197,+66 2 281 8899,http://www.chillaxheritage.com/,"Stylish rooms in an upscale hotel featuring a rooftop pool, a restaurant & a chic lobby.",0
Yak Thai Poshtel,"Hotel, Cafe","125/4 Fuang Nakhon Rd, Khwaeng Wat Ratchabophit, Phra Nakhon, Bangkok 10200",Wat Ratchabophit,Phra Nakhon,Bangkok,10200,Thailand,13.7484324,100.4979268,+66 91 789 2152,https://www.facebook.com/YakThaiPoshtel/,,0
SS Hotel,Hotel,"8, 3 Samsen Rd, Ban Phan Thom, Phra Nakhon, Bangkok 10200",Ban Phan Thom,Phra Nakhon,Bangkok,10200,Thailand,13.7639531,100.4996891,+66 2 281 7622,https://ss-hotel-bangkok.bangkokshotels.com/en/,,0
"The Seven Luck, Bangkok",Hotel,"334 Dumrongrak Rd., Klongmahanak, Pomprab Sattruphai, Bangkok 10100",Klongmahanak,Pomprab Sattruphai,Bangkok,10100,Thailand,13.7539082,100.5140325,+66 97 272 0535,http://www.thesevenluck.com/,"Down-to-earth budget hotel featuring a funky lounge, canal views & complimentary Wi-Fi.",0
La Locanda Bangkok Rooms&Food,Hotel,"Soi Phantha Chit 2, Pom Prap, Pom Prap Sattru Phai, Bangkok 10100",Pom Prap,Pom Prap Sattru Phai,Bangkok,10100,Thailand,13.7418092,100.5143996,+66 96 706 1570,https://lalocanda.thailandhotels.site/,,0
Grand China Bangkok,Hotel,"215 ถ. เยาวราช Samphanthawong, Bangkok 10100",Samphanthawong,Samphanthawong,Bangkok,10100,Thailand,13.7428723,100.5070361,+66 2 224 9977,http://www.grandchina.com/,"Swanky hotel offering polished rooms, swanky Chinese cuisine & a trendy lounge, plus a ballroom.",0
ASAI Bangkok Chinatown,Hotel,"531 Charoen Krung Rd, Khwaeng Pom Prap, Pom Prap Sattru Phai, Bangkok 10100",Pom Prap,Pom Prap Sattru Phai,Bangkok,10100,Thailand,13.7415013,100.5112165,+66 2 220 8999,https://www.asaihotels.com/locations/bangkok-chinatown/,"Streamlined rooms in a trendy hotel featuring a contemporary restaurant, a gym & a courtyard.",0
Ratana Hostel,Hostel,"46, 48 Nakhon Sawan Rd, Wat Sommanat, Pom Prap Sattru Phai, Bangkok 10100",Wat Sommanat,Pom Prap Sattru Phai,Bangkok,10100,Thailand,13.756844,100.5071404,+66 96 142 4155,https://ratanaboutiquehostel-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,"Hip, simple dorms in a modern hostel with a restaurant, a patio & a TV lounge, plus free Wi-Fi.",0
Hotel Royal Bangkok@Chinatown,Hotel,"409 PGR5+6W4 421 ถ. เยาวราช Samphanthawong, Bangkok 10100",Samphanthawong,Samphanthawong,Bangkok,10100,Thailand,13.7404451,100.5099106,+66 2 226 0026,http://www.hotelroyalbangkok.com/,"Polished rooms & suites in a glass-fronted hotel with 2 restaurants, a rooftop pool & a gym.",0
W22 by Burasari,Hotel,"เลขที่ 422 Mittraphan Rd, Pom Prap, Pom Prap Sattru Phai, Bangkok 10100",Pom Prap,Pom Prap Sattru Phai,Bangkok,10100,Thailand,13.7416625,100.5130181,+66 2 069 6999,https://www.w22hotel.com/,"Trendy hotel offering a restaurant & lounges, plus a rooftop bar with city views.",0
China Town Hotel,Hotel,"526 ถ. เยาวราช Samphanthawong, Bangkok 10100",Samphanthawong,Samphanthawong,Bangkok,10100,Thailand,13.7394771,100.5111253,+66 2 225 0204,https://chinatownhotel.co.th/,"Contemporary quarters in a casual hotel with a cafe/bistro & a lounge, plus breakfast.",0
Villa De Pranakorn - Relais & Châteaux,Hotel,"543 ถนน มหาไชย Samran Rat Subdistrict Phra Nakhon, Bangkok 10200",Samran Rat,Phra Nakhon,Bangkok,10200,Thailand,13.7498643,100.5041202,+66 2 221 1122,https://www.villadepranakorn.com/,"Contemporary quarters in a polished hotel featuring a bright restaurant, an outdoor pool & a gym.",0
Arawana Express Chinatown,Hotel,"204,206,208 14 Charoen Krung Rd, Samphanthawong, Bangkok 10100",Samphanthawong,Samphanthawong,Bangkok,10100,Thailand,13.7427346,100.5079708,+66 2 225 5000,https://arawanagroup.com/arawana-express-chinatown/,"Understated hotel offering rooms with kitchenettes, plus a rooftop bar with terrace seating.",0
Nanda Heritage Hotel,Hotel,"632 ถนน วิสุทธิกษัตริย์ Ban Phan Thom, Phra Nakhon, Bangkok 10200",Ban Phan Thom,Phra Nakhon,Bangkok,10200,Thailand,13.7605069,100.5060689,+66 2 282 2900,http://www.nandaheritage.com/,"Understated quarters in a casual hotel with antique wood furnishings, plus dining & an outdoor pool.",0
Pet Hotel Bangkok - Sukhumvit,Pet boarding service,"18, 1 Udom Suk 31 Alley, Khwaeng Bang Chak, Phra Khanong, Bangkok 10260",Bang Chak,Phra Khanong,Bangkok,10260,Thailand,13.6807512,100.624319,+66 61 454 0808,http://www.pethotelbangkok.com/,,0
Sukhumvit Veterinarians,Animal hospital,"10 Chong Lom Alley, Klongton-nua Watthana, Bangkok 10110",Klongton-nua,Watthana,Bangkok,10110,Thailand,13.7263471,100.5766649,+66 92 710 1551,http://www.sukhumvitvet.com/,,0
โรงแรมแมว​Cat​ hotel Bangkok(รับฝากเลี้ยงแมว),Cattery,"507/572​ Soi Sathu Pradit, Chong Nonsi, Yan Nawa, Bangkok 10120",Chong Nonsi,Yan Nawa,Bangkok,10120,Thailand,13.6971561,100.5341377,+66 92 225 5469,https://www.facebook.com/Cathotelbangkok/,,0
Catwalk NaJa CAT HOTEL,Pet boarding service,"395 3 ถนน สี่พระยา Si Phraya, Bang Rak, Bangkok 10500",Si Phraya,Bang Rak,Bangkok,10500,Thailand,13.7308054,100.519565,+66 81 440 0222,https://www.facebook.com/pg/catwalknaja,,0
Dogwarts Dog hotel / รับฝากสุนัข ดอนเมือง โรงแรมหมา,Hotel,"167/10, Don Mueang, Bangkok 10210",Si Kan,Don Mueang,Bangkok,10210,Thailand,13.9449589,100.583244,+66 61 782 5944,https://facebook.com/Dogwartsdonmueang/,,0
Catdominium Cat Hotel,Pet boarding service,"44/14 Rarm Intra 39 Alley, Lane 6, Anusawari, Bang Khen, Bangkok 10220",Anusawari,Bang Khen,Bangkok,10220,Thailand,13.8601014,100.6280625,+66 2 060 0633,http://www.catdominium.com/,,0
โรงแรมแมว Neko Luxury Cat Hotel,"Pet sitter, Pet boarding service","603/63 โครงการเดอะทรัสต์ Nuan Chan Rd, Nuanchan, Bueng Kum, Bangkok 10230",Nuanchan,Bueng Kum,Bangkok,10230,Thailand,13.8301202,100.6353023,+66 97 169 2974,http://nekoluxurycathotel.com/,,0
โรงพยาบาลสัตว์อุ่นใจ สาขาหัวหมาก,Animal hospital,"99/224 Hua Mak Rd, Hua Mak, Bang Kapi District, Bangkok 10240",Hua Mak,Bang Kapi District,Bangkok,10240,Thailand,13.7522513,100.6373968,+66 86 440 5416,,,0
Jirawat​ apartment,Hotel,"6 Sut Chai Alley, Rat Burana, Bangkok 10140",Rat Burana,Rat Burana,Bangkok,10140,Thailand,13.6620547,100.5037722,+66 81 618 4871,https://www.renthub.in.th/%E0%B8%88%E0%B8%B4%E0%B8%A3%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B9%80%E0%B8%97%E0%B8%84%E0%B9%82%E0%B8%99%E0%B9%82%E0%B8%A5%E0%B8%A2%E0%B8%B5%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%98%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-%E0%B8%A1%E0%B8%88%E0%B8%98,,0
Montien Riverside Hotel,Hotel,"372 Rama III Rd, Bang Khlo, Bang Kho Laem, Bangkok 10120",Bang Khlo,Bang Kho Laem,Bangkok,10120,Thailand,13.688672,100.5079928,+66 2 292 2999,http://www.montienriversidehotel.com/,"Upmarket hotel offering 6 bars & eateries, plus a rooftop pool, a sauna & massage services.",0
OYO 498 Ladawan Villa,Hotel,"77 1 ซอย พุทธบูชา 39 Bang Mot, Thung Khru, Bangkok 10140",Bang Mot,Thung Khru,Bangkok,10140,Thailand,13.6527522,100.4826257,+66 2 026 1271,https://www.oyorooms.com/90565/,"Basic budget hotel featuring bright, utilitarian rooms with balconies, plus Wi-Fi & parking.",0
Tongtara Riverview Hotel,Hotel,"9 99 Charoen Krung Rd, Bang Kho Laem, Bangkok 10120",Bang Kho Laem,Bang Kho Laem,Bangkok,10120,Thailand,13.6995381,100.499814,+66 2 291 9800,http://www.tongtarahotel.com/,"Bright rooms with river views, in a vibrant hotel offering dining, an outdoor pool & live music.",0
Riverfront Bangkok,Hotel,"เอสวี ซิตี้ 912 Rama III Rd, Bang Phong Phang, Yan Nawa, Bangkok 10120",Bang Phong Phang,Yan Nawa,Bangkok,10120,Thailand,13.6720249,100.5434887,+66 2 682 7888,http://www.riverfrontbangkok.com/,"Warm apartments in upmarket property offering a polished restaurant, an outdoor pool & a gym.",0
Anantara Riverside Bangkok Resort,Hotel,"257 1-3 Charoen Nakhon Rd, Khwaeng Samre, Khet Thon Buri, Bangkok 10600",Samre,Thon Buri,Bangkok,10600,Thailand,13.7046206,100.4917775,+66 2 476 0022,https://www.anantara.com/riverside-bangkok?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=BangkokRiverside&utm_content=Home&utm_campaign=Google_GMB,"Polished rooms in a riverside lodging offering 6 restaurants, 3 bars & a cooking school.",0
ร้าน INSPIRATION starts from here... Coffee and the Scholars,"Coffee shop, Coworking space, Hostel, Hotel, Office space rental agency, Virtual office rental","หมู่ที่ 5, อาคารไท่กั๋วผิ่น เลขที่ 338, Phraratchawiriyaphon 5, Phra Pradaeng District, Samut Prakan 10130",Lat Luang,Phra Pradaeng District,Samut Prakan,10130,Thailand,13.6655081,100.5265374,+66 83 443 1177,https://www.facebook.com/InspirationbyTAIGUOPIN,,0
Avani+ Riverside Bangkok Hotel,Hotel,"257 Charoen Nakhon Rd, Samre, Thon Buri, Bangkok 10600",Samre,Thon Buri,Bangkok,10600,Thailand,13.705231,100.4910657,+66 2 431 9100,https://www.avanihotels.com/riverside-bangkok?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=AVBRiverside&utm_content=Home&utm_campaign=Google_GMB,"Sleek hotel with river views, offering bars & a rooftop pool, plus a spa & elegant dining.",0
Hotel Once Bangkok,Hotel,"2074 99 Charoen Krung 72/2 Alley, Khwaeng Wat Phraya Krai, Bangkorlaem Bangkok 10120",Wat Phraya Krai,Bangkorlaem,Bangkok,10120,Thailand,13.7072023,100.5070718,+66 2 688 2596,http://www.hotelonce.com/,Elegant hotel offering free shuttle boat service & a chic rooftop bar/restaurant with river views.,0
OYO 75416 Rama3 Sunrise Hostel,Hotel,"395/3 395/3 Rama 3 Rd, Soi 19 (Kannikar) Bangklo, Bang Kholeam, Termin, Bangkok 10120",Bang Khlo,Termin,Bangkok,10120,Thailand,13.6904988,100.5085102,+66 2 026 1271,https://www.oyorooms.com/198127/,,0
14 Avenue,"Hotel, Apartment building","1 ถ. พระราม ๒ Bang Mot, Chom Thong, Bangkok 10150",Bang Mot,Chom Thong,Bangkok,10150,Thailand,13.6821878,100.4750368,+66 2 877 1188,http://www.14apartment.com/,Understated rooms featuring balconies in a relaxed hotel offering an international restaurant.,0
Rimnam Hotel SukSawat 70,Inn,"78 61 Wat Thung-Pracha Uthit Rd, Lat Luang, Phra Pradaeng District, Samut Prakan 10130",Lat Luang,Phra Pradaeng District,Samut Prakan,10130,Thailand,13.6408725,100.5205619,+66 2 463 3371,,"Simple rooms in an unassuming riverside hotel offering a cafe, a terrace & complimentary parking.",0
The Choice Hotel,Hotel,"9 Rama II Soi 14, Bangmod, Chom Thong, Bangkok 10150",Bangmod,Chom Thong,Bangkok,10150,Thailand,13.682523,100.4759436,+66 81 655 7233,https://www.facebook.com/thechoiceresidence/,,0
OYO 425 Gedkanok Apartment,Hotel,"176 12 Phahon Yothin 48 Alley, Lane 5, Khlong Thanon, Sai Mai, Bangkok 10220",Khlong Thanon,Sai Mai,Bangkok,10220,Thailand,13.8900676,100.6144627,+66 2 026 1271,https://www.oyorooms.com/th/hotels-in-Bangkok/?utm_source=Google_gmb_so_TH&utm_medium=Organic&utm_campaign=TH_BGK077&locale=en,,0
A.M.PLACE,Hotel,"99 พหลโยธิน 50 Khlong Thanon, อำเภอ สายไหม Krung Thep Maha Nakhon 10220",Khlong Thanon,อำเภอ สายไหม,Bangkok,10220,Thailand,13.885474,100.6186243,+66 81 933 8143,,,0
